timestamp,decode_inflight,node_weights,service_rate,decode_latency,prefill_latency,error
1768193319.0208802,"{'1': 2, '0': 0}","{'0': 1.9184019797505039, '1': 0.6691483835113584}","{'0': 65.5096446709094, '1': 17.651152299506524}",0.33892680892176913,0.046448640922135506,
1768193323.42999,"{'1': 8, '0': 20}","{'0': 1.9434019797505038, '1': 0.6574125431181931}","{'0': 64.31908412764922, '1': 13.600251738605834}",0.12931205959676334,0.06325791227291047,
1768193326.5505488,"{'1': 0, '0': 0}","{'0': 1.970844242652229, '1': 0.6638968960998061}","{'0': 82.01441877312318, '1': 11.947588422010213}",0.40277390338036245,0.04559033474989804,
1768193331.0657344,"{'1': 3, '0': 9}","{'0': 1.930060329227251, '1': 0.6631092114337883}","{'0': 67.25743269933828, '1': 18.796215880843704}",0.443427306002659,0.029207713327429063,
1768193334.3739738,"{'1': 4, '0': 0}","{'0': 1.9249748233591275, '1': 0.6490828519855989}","{'0': 58.89002009827584, '1': 13.596063767000569}",0.17532483686805178,0.03225489811369295,
1768193337.5026205,"{'1': 5, '0': 13}","{'0': 1.949796042288131, '1': 0.6265535248254163}","{'0': 64.0871104833962, '1': 12.07760027581536}",0.31010631575872905,0.03786013402062527,
1768193340.5855174,"{'1': 5, '0': 13}","{'0': 1.949796042288131, '1': 0.6015535248254162}","{'0': 67.28857440156199, '1': 15.14788587969032}",0.22165401263590723,0.021373052073117463,
1768193343.7519011,"{'1': 3, '0': 4}","{'0': 1.9383847611818232, '1': 0.6858671996459346}","{'0': 67.92952211107291, '1': 19.357796658035348}",0.15533533304720593,0.028282296837497254,
1768193347.039969,"{'1': 5, '0': 14}","{'0': 1.9383847611818232, '1': 0.6858671996459346}","{'0': 63.41977688275125, '1': 14.510596602585894}",0.16268962135031123,0.0337728654558466,
1768193350.4000716,"{'1': 3, '0': 2}","{'0': 1.949285882881208, '1': 0.6358671996459345}","{'0': 64.38780859744831, '1': 11.35814033703518}",0.18446100805513208,0.03142847236638778,
1768193354.7241733,"{'1': 11, '0': 25}","{'0': 1.9151310341325662, '1': 0.6533955161139859}","{'0': 53.97416774944381, '1': 12.6327968553758}",0.2295815606404885,0.23996146201532623,
1768193358.1400776,"{'1': 1, '0': 0}","{'0': 1.8765226695491077, '1': 0.6533955161139859}","{'0': 63.652032826752716, '1': 11.638485377863383}",0.38100654646733406,0.04238806848486095,
1768193362.5001564,"{'1': 9, '0': 23}","{'0': 1.9265226695491076, '1': 0.6648171565577559}","{'0': 63.60248954885717, '1': 13.465478239190183}",0.28589173290475667,0.24679334181848153,
1768193365.8209817,"{'1': 4, '0': 0}","{'0': 1.968676381444422, '1': 0.7148171565577559}","{'0': 59.27214520616243, '1': 11.837571415263897}",0.24993173308789712,0.03244220913156348,
1768193370.1844153,"{'1': 4, '0': 5}","{'0': 1.9936763814444218, '1': 0.6648171565577559}","{'0': 71.19378042538254, '1': 12.123939477030081}",0.1765428294144532,0.019924392555429875,
1768193374.5728126,"{'1': 3, '0': 1}","{'0': 1.993676381444422, '1': 0.5606107235136998}","{'0': 64.55673605712636, '1': 10.68464230079773}",0.2159283995092589,0.10272667261456234,
1768193378.9579682,"{'1': 4, '0': 11}","{'0': 1.9436763814444222, '1': 0.5318790854979358}","{'0': 55.18279361173082, '1': 10.173059377271127}",0.14471735466042362,0.03654513564834975,
1768193382.2571957,"{'1': 6, '0': 20}","{'0': 1.94258351625085, '1': 0.5072618807821859}","{'0': 63.465814790127304, '1': 11.674482211317946}",0.3189752010077564,0.03628145503384375,
1768193385.2415588,"{'1': 6, '0': 1}","{'0': 1.9035680614928023, '1': 0.5587736896730602}","{'0': 58.45418616818611, '1': 9.9605331863527}",0.4374790747125416,0.24249950548138052,
1768193389.584752,"{'1': 5, '0': 17}","{'0': 1.978568061492802, '1': 0.5256590934017903}","{'0': 74.64824157304511, '1': 14.744211711126084}",0.15539853442982696,0.0424039294658996,
1768193393.1019125,"{'1': 1, '0': 1}","{'0': 1.9344781063435896, '1': 0.6155364083560075}","{'0': 62.683993696742206, '1': 14.581418095953808}",0.4484464997718336,0.1724450702185728,
1768193397.487719,"{'1': 5, '0': 15}","{'0': 1.9417364232304573, '1': 0.6155364083560075}","{'0': 66.18747675862394, '1': 16.043241411263246}",0.18029355886942164,0.04910413971591904,
1768193400.6888087,"{'1': 6, '0': 13}","{'0': 1.919113784255721, '1': 0.6164617233539538}","{'0': 62.61556022441076, '1': 12.507049886643268}",0.27652687764435424,0.15772916993794903,
1768193403.9169362,"{'1': 2, '0': 0}","{'0': 1.8937890330572367, '1': 0.5445240024184085}","{'0': 62.8322895707188, '1': 10.76163175994487}",0.2617158655890982,0.027292944550261516,
1768193408.36564,"{'1': 0, '0': 0}","{'0': 1.879330140474643, '1': 0.5072318638608323}","{'0': 75.20696923490252, '1': 11.412494660047845}",0.31039862565484705,0.03417077463516171,
1768193412.9457462,"{'1': 4, '0': 11}","{'0': 1.879330140474643, '1': 0.45723186386083225}","{'0': 62.665238923454936, '1': 10.107824260233915}",0.20335619463529173,0.03089519347524802,
1768193416.155088,"{'1': 1, '0': 5}","{'0': 1.879330140474643, '1': 0.4647676301531243}","{'0': 82.22826457132732, '1': 12.635665820007315}",0.25875397041048165,0.05105025454338096,
1768193420.7859633,"{'1': 8, '0': 16}","{'0': 1.9043301404746429, '1': 0.5559639384650001}","{'0': 65.53113130828787, '1': 12.750365156151371}",0.2302869476742496,0.1709486270587105,
1768193424.0928345,"{'1': 4, '0': 1}","{'0': 1.8986539125800015, '1': 0.5587287510330751}","{'0': 64.53852545326558, '1': 10.351408564986492}",0.18256371239726002,0.031104280577295376,
1768193428.4014747,"{'1': 4, '0': 0}","{'0': 1.8758201823549445, '1': 0.5984886759715028}","{'0': 67.1249019233754, '1': 11.088245207057113}",0.21405905535139794,0.03493521574716076,
1768193432.8004599,"{'1': 16, '0': 9}","{'0': 1.8008201823549448, '1': 0.601100889567618}","{'0': 52.48572766959884, '1': 10.531895324660091}",0.37815376293316766,0.20571471781497735,
1768193436.7950637,"{'1': 5, '0': 13}","{'0': 1.7887465576773502, '1': 0.5907225278291786}","{'0': 58.05161874482855, '1': 17.649317107853076}",0.21334777328559373,0.025545125930026905,
1768193440.6016164,"{'1': 17, '0': 51}","{'0': 1.7498003453402395, '1': 0.5907225278291786}","{'0': 55.75168962449086, '1': 18.06731624198371}",0.21590888649112178,0.2818582836687377,
1768193444.1865554,"{'1': 3, '0': 10}","{'0': 1.761892593012713, '1': 0.5506332291496865}","{'0': 68.6198772579352, '1': 12.649107768267283}",0.23938505787156125,0.02700285168883826,
1768193448.2591507,"{'1': 7, '0': 16}","{'0': 1.761892593012713, '1': 0.5417770883322254}","{'0': 55.80699916036094, '1': 13.431726260151734}",0.23147838747993454,0.17792210300569924,
1768193451.5846875,"{'1': 3, '0': 4}","{'0': 1.7105031918398257, '1': 0.49177708833222533}","{'0': 65.22022366839487, '1': 10.26080908755032}",0.17604806296483275,0.023282338615773394,
1768193455.927688,"{'1': 1, '0': 1}","{'0': 1.7622583988595244, '1': 0.5104104533067821}","{'0': 76.3196160419352, '1': 12.10272212909523}",0.49487331522670014,0.21857787253043123,
1768193460.187883,"{'1': 4, '0': 10}","{'0': 1.8122583988595242, '1': 0.5969004524614091}","{'0': 70.2695337021671, '1': 15.323864304193203}",0.18165192906810437,0.02062685624446481,
1768193463.3617728,"{'1': 1, '0': 2}","{'0': 1.7134290562750247, '1': 0.598632166848698}","{'0': 71.4763064479584, '1': 11.256160983093327}",0.2983113844821986,0.04554125521479234,
1768193467.9941044,"{'1': 3, '0': 0}","{'0': 1.6375939532116188, '1': 0.6145530810208523}","{'0': 64.20454757967744, '1': 19.51334083322738}",0.17430125593630222,0.03755689447774819,
1768193471.2100306,"{'1': 2, '0': 6}","{'0': 1.6875939532116186, '1': 0.6778554563045319}","{'0': 60.64192996012254, '1': 16.077581069105626}",0.40502722408666636,0.13169944598580705,
1768193474.8230047,"{'1': 1, '0': 1}","{'0': 1.6625939532116187, '1': 0.7054059361810443}","{'0': 61.25064496684148, '1': 18.99737205296031}",0.20469957661459395,0.08100203611289526,
1768193479.4693117,"{'1': 3, '0': 6}","{'0': 1.6897172320332592, '1': 0.6624550526609271}","{'0': 51.4004152283039, '1': 13.982399162066194}",0.24269862273302298,0.07198746503117288,
1768193482.8833995,"{'1': 6, '0': 10}","{'0': 1.688765299196957, '1': 0.6783664300315545}","{'0': 56.24741729355832, '1': 15.03654636919894}",0.2148487018207491,0.06151670680578481,
1768193486.3879688,"{'1': 7, '0': 0}","{'0': 1.7103570386753288, '1': 0.6699334429370623}","{'0': 74.83973971708801, '1': 14.661393807143575}",0.5398449470709483,0.06584390953168306,
1768193490.5155637,"{'1': 6, '0': 8}","{'0': 1.8253073210746156, '1': 0.6440845153188897}","{'0': 60.140841988973676, '1': 14.916345902003606}",0.12899613462640694,0.027313344531170104,
1768193494.5376384,"{'1': 2, '0': 0}","{'0': 1.9003073210746153, '1': 0.6309206377110395}","{'0': 65.0977449403858, '1': 15.261871982645665}",0.21590243371515228,0.03926337800472146,
1768193498.9334269,"{'1': 8, '0': 23}","{'0': 1.9351422015852644, '1': 0.6309206377110395}","{'0': 58.251519014929904, '1': 14.565310885829064}",0.162721036583621,0.028883883856779036,
1768193502.3158736,"{'1': 10, '0': 4}","{'0': 1.9441515213790546, '1': 0.6105672919485506}","{'0': 59.62301290644719, '1': 10.730297664317536}",0.28895670971289156,0.12256610195342706,
1768193506.506013,"{'1': 4, '0': 12}","{'0': 2.0441515213790544, '1': 0.601433989661204}","{'0': 68.24324703723087, '1': 9.992132613810508}",0.23499353348584684,0.026134158527187028,
1768193509.9959388,"{'1': 9, '0': 4}","{'0': 2.0941515213790542, '1': 0.6570535623126269}","{'0': 58.348171465598185, '1': 9.625739598146438}",0.4298032056803431,0.19991812960005634,
1768193514.3988729,"{'1': 4, '0': 10}","{'0': 2.1598203153712685, '1': 0.6286340984823365}","{'0': 63.311662155972385, '1': 14.681017155930121}",0.1932738477258656,0.024543171460787865,
1768193517.7620196,"{'1': 1, '0': 2}","{'0': 2.128951530094997, '1': 0.5786340984823365}","{'0': 73.59586687610407, '1': 16.404931445659212}",0.48680210061624757,0.0922351433538741,
1768193522.452708,"{'1': 3, '0': 5}","{'0': 2.1354994444058697, '1': 0.6376295879973205}","{'0': 65.48409916380149, '1': 10.330410070453866}",0.14926084818585852,0.10196237678582971,
1768193525.7931647,"{'1': 1, '0': 1}","{'0': 2.133075194915989, '1': 0.6876295879973205}","{'0': 58.196875144006135, '1': 16.010544677982395}",0.46635788898859454,0.037492383366252706,
1768193530.1350908,"{'1': 1, '0': 0}","{'0': 2.1325008784232447, '1': 0.7176263403838362}","{'0': 65.1004436118498, '1': 13.524617374902178}",0.34369239801999896,0.026694672838147283,
1768193533.4835134,"{'1': 9, '0': 26}","{'0': 2.11276211374743, '1': 0.707904545617503}","{'0': 53.783834310895294, '1': 14.043483128278607}",0.17743071756487125,0.058455568455127394,
1768193536.8642924,"{'1': 1, '0': 2}","{'0': 2.0761039429824937, '1': 0.7579045456175031}","{'0': 80.02613255457169, '1': 11.464767473373463}",0.4027220901565704,0.03428428569900152,
1768193541.2243207,"{'1': 4, '0': 11}","{'0': 2.0767026307828402, '1': 0.7441565311752033}","{'0': 75.17428863616615, '1': 18.000131004429292}",0.4838900516692712,0.02653000201161488,
1768193544.4211051,"{'1': 16, '0': 33}","{'0': 2.0267026307828404, '1': 0.8092404493677624}","{'0': 58.635082263727945, '1': 15.17302314104111}",0.32590728252396556,0.2879762941286951,
1768193547.9270866,"{'1': 5, '0': 1}","{'0': 2.0016690767716674, '1': 0.8108975641457702}","{'0': 63.465822196903765, '1': 11.508348934668021}",0.16009994878725814,0.038405204460428354,
1768193552.3785217,"{'1': 2, '0': 1}","{'0': 2.0836380940553427, '1': 0.7730279104704855}","{'0': 70.77246090658764, '1': 11.955282446435877}",0.16297434545263018,0.026547167213506546,
1768193556.758169,"{'1': 6, '0': 0}","{'0': 2.0836380940553427, '1': 0.7480279104704854}","{'0': 74.34995270151785, '1': 13.529584564789376}",0.4228468758747411,0.11045251731231008,
1768193560.9027975,"{'1': 3, '0': 13}","{'0': 2.1213164262734927, '1': 0.6980279104704854}","{'0': 57.46443011637453, '1': 13.108621205862715}",0.25785355658604275,0.017027713154106623,
1768193564.1812248,"{'1': 12, '0': 0}","{'0': 2.0738435598048, '1': 0.7230279104704854}","{'0': 54.864333557404336, '1': 10.912297273800712}",0.37286399371113155,0.29753988072821613,
1768193568.2016962,"{'1': 5, '0': 14}","{'0': 2.0740642230325608, '1': 0.7148053596488768}","{'0': 53.694082143187316, '1': 11.985564380807752}",0.1888134599436458,0.039058443265119716,
1768193571.6357524,"{'1': 6, '0': 13}","{'0': 2.082985623868626, '1': 0.6898053596488768}","{'0': 57.38537760171705, '1': 12.97308936125852}",0.1260793502096553,0.03154583123723504,
1768193574.855273,"{'1': 2, '0': 0}","{'0': 2.0731914819484403, '1': 0.6898053596488768}","{'0': 65.27397247834368, '1': 12.637412585198526}",0.21675530711747185,0.033157050851008785,
1768193579.1683981,"{'1': 4, '0': 8}","{'0': 2.153635669988859, '1': 0.6973101955362094}","{'0': 64.42726702554026, '1': 11.0420515797773}",0.29895948380693904,0.09566236696796449,
1768193582.7008414,"{'1': 1, '0': 0}","{'0': 2.11306646356473, '1': 0.6901439432919352}","{'0': 69.71539828501388, '1': 15.954409286331087}",0.23800645123477612,0.09568856163217776,
1768193587.068107,"{'1': 1, '0': 8}","{'0': 2.08806646356473, '1': 0.7064206610321255}","{'0': 59.695062576052365, '1': 13.360047261382665}",0.4064472079531547,0.13303248093166292,
1768193590.4675715,"{'1': 3, '0': 0}","{'0': 2.104379150976168, '1': 0.7366131222384433}","{'0': 70.56356602703877, '1': 13.485069609302567}",0.20987074630140584,0.04427241718243401,
1768193594.8269377,"{'1': 18, '0': 47}","{'0': 2.0583838326379116, '1': 0.7613086759440666}","{'0': 54.11034183983716, '1': 14.61713841615962}",0.22048426512451014,0.40144061819122095,
1768193598.3995392,"{'1': 3, '0': 8}","{'0': 2.0583838326379116, '1': 0.8323760878071144}","{'0': 62.885885655900736, '1': 13.270051245417868}",0.23910016561444533,0.02055600987203899,
1768193602.518011,"{'1': 5, '0': 11}","{'0': 2.0378380995326815, '1': 0.8323760878071144}","{'0': 62.0959063752846, '1': 13.095221980660934}",0.30782165928473565,0.025289421605512,
1768193605.9096313,"{'1': 1, '0': 5}","{'0': 2.042030576402974, '1': 0.8573760878071144}","{'0': 70.65240320712986, '1': 14.20322795646699}",0.44543933516337464,0.048484354720106114,
1768193610.3661938,"{'1': 6, '0': 14}","{'0': 2.108841870697823, '1': 0.9005480095905036}","{'0': 72.62156428588796, '1': 20.99708853710746}",0.23651957522518288,0.034629959478892504,
1768193613.8582,"{'1': 20, '0': 30}","{'0': 2.108841870697823, '1': 0.9444799775032272}","{'0': 54.51557403216327, '1': 15.07900738414319}",0.22339732134602613,0.293126293119095,
1768193617.3641052,"{'1': 3, '0': 0}","{'0': 2.0838418706978232, '1': 0.8751255479577003}","{'0': 76.56324108602661, '1': 13.09941698546896}",0.18914025392562545,0.04907908697846652,
1768193621.7426445,"{'1': 12, '0': 26}","{'0': 2.0588418706978233, '1': 0.8972216046926068}","{'0': 60.917763275086145, '1': 14.137837567138977}",0.28841903773512134,0.27455343719458297,
1768193625.0989919,"{'1': 1, '0': 2}","{'0': 2.0458145902896683, '1': 0.8403268699920894}","{'0': 75.84427784956216, '1': 14.608160077798333}",0.4565135153248332,0.03886827159806649,
1768193629.1799293,"{'1': 10, '0': 23}","{'0': 1.9958145902896685, '1': 0.8298120631113844}","{'0': 67.12710417607748, '1': 12.631372339087536}",0.16074994804698847,0.06760755904770019,
1768193632.5681775,"{'1': 6, '0': 14}","{'0': 1.9721981523839207, '1': 0.8563426271967389}","{'0': 47.106517538613225, '1': 17.172553203486583}",0.254864195094263,0.02572734889052116,
1768193636.4340792,"{'1': 0, '0': 0}","{'0': 1.9721981523839207, '1': 0.86527317342672}","{'0': 76.33225233684097, '1': 15.805479838113856}",0.5304591117397561,0.1290196840981962,
1768193640.8759794,"{'1': 5, '0': 14}","{'0': 2.0721981523839204, '1': 0.76527317342672}","{'0': 63.23796411206301, '1': 12.350846918823665}",0.2340286791066078,0.017613584943204405,
1768193644.4724808,"{'1': 4, '0': 0}","{'0': 2.083869090353744, '1': 0.79027317342672}","{'0': 58.01922739709875, '1': 12.462229078510628}",0.19792057498311327,0.03250701189061027,
1768193648.7481127,"{'1': 3, '0': 2}","{'0': 2.0831740397855265, '1': 0.86527317342672}","{'0': 45.04161301731673, '1': 17.35916426235109}",0.31688005963858185,0.09035757597697797,
1768193653.0764472,"{'1': 18, '0': 2}","{'0': 2.0331740397855267, '1': 0.9402731734267201}","{'0': 59.45199336149758, '1': 13.813984034513947}",0.39670651020933884,0.1262580970464337,
1768193657.276807,"{'1': 6, '0': 13}","{'0': 2.0581740397855266, '1': 0.8757871981977879}","{'0': 59.50915643804467, '1': 16.66540903681733}",0.33357905327395865,0.020202892147462438,
1768193660.8570123,"{'1': 8, '0': 12}","{'0': 2.110882512965951, '1': 0.9262701276403665}","{'0': 52.16118921185761, '1': 16.034700943782735}",0.225286840549633,0.13010174767424917,
1768193664.164254,"{'1': 2, '0': 0}","{'0': 2.1170589669835387, '1': 0.8762701276403665}","{'0': 60.2183753406594, '1': 15.96833033948657}",0.23019547377006644,0.033463415067730956,
1768193668.6630976,"{'1': 3, '0': 5}","{'0': 2.123742676055808, '1': 0.8713087060295139}","{'0': 47.140292505681664, '1': 14.950129569084456}",0.29251360041454233,0.02711721292928211,
1768193672.084677,"{'1': 10, '0': 20}","{'0': 2.066675118740854, '1': 0.921308706029514}","{'0': 60.61405425078774, '1': 16.896766893614878}",0.17685759837480125,0.03917184277588656,
1768193675.3220127,"{'1': 4, '0': 8}","{'0': 2.1666751187408537, '1': 0.9616743794868591}","{'0': 72.8296746149152, '1': 16.927296031449888}",0.3512189512296113,0.04173281452239476,
1768193679.5277278,"{'1': 3, '0': 1}","{'0': 2.1916751187408536, '1': 0.9697774831806927}","{'0': 62.2226660372409, '1': 17.97005463049129}",0.25799330182281854,0.03852621249305103,
1768193683.0013463,"{'1': 6, '0': 11}","{'0': 2.211393480633143, '1': 1.0197774831806927}","{'0': 50.24153147992045, '1': 16.05530230969123}",0.3100668111674019,0.1575359449249108,
1768193686.4588277,"{'1': 1, '0': 0}","{'0': 2.2062141744200914, '1': 1.0581710489983718}","{'0': 68.34139013586467, '1': 14.753484338720503}",0.3924015370604325,0.05249691330233425,
1768193690.9637787,"{'1': 3, '0': 4}","{'0': 2.181711976205322, '1': 1.008171048998372}","{'0': 56.550595018968636, '1': 13.41924243142366}",0.33803013917189106,0.03587718927803654,
1768193694.2431808,"{'1': 1, '0': 2}","{'0': 2.156711976205322, '1': 1.0194102434753955}","{'0': 56.54543225555522, '1': 18.59260811909202}",0.31648093438621255,0.053386641342600585,
1768193697.4297276,"{'1': 6, '0': 13}","{'0': 2.131711976205322, '1': 1.0194102434753955}","{'0': 46.28529993957865, '1': 17.416080437149965}",0.17148366665927428,0.0739713609948955,
1768193700.859024,"{'1': 21, '0': 28}","{'0': 2.0817119762053222, '1': 1.001330840298313}","{'0': 54.57650266738712, '1': 14.324640768956826}",0.34599062112470513,0.3075657135215981,
1768193704.4433901,"{'1': 3, '0': 6}","{'0': 2.156711976205322, '1': 0.9271019464209691}","{'0': 53.96420192595362, '1': 18.371723822322902}",0.46279061689983697,0.0661203409910448,
1768193708.8280485,"{'1': 13, '0': 27}","{'0': 2.206711976205322, '1': 0.9271019464209691}","{'0': 54.51717816071288, '1': 16.249370375377698}",0.2273813420359766,0.24002183881814765,
1768193712.097353,"{'1': 2, '0': 1}","{'0': 2.2317119762053217, '1': 0.8771019464209691}","{'0': 72.17140181131795, '1': 13.852677026220478}",0.14614233311468172,0.031121717852788625,
1768193716.6741505,"{'1': 9, '0': 21}","{'0': 2.2567119762053216, '1': 0.9271019464209691}","{'0': 71.28685057929617, '1': 15.45379307286074}",0.18298613636652233,0.04824422660082424,
1768193719.9374619,"{'1': 3, '0': 5}","{'0': 2.381711976205321, '1': 0.8835585089720297}","{'0': 45.91742329971831, '1': 12.871745331855468}",0.26388635136771443,0.020136517523720757,
1768193726.040034,"{'1': 15, '0': 0}","{'0': 2.4046007902916644, '1': 0.8880238242894829}","{'0': 54.21075330959268, '1': 11.074423089007894}",0.36047115097005883,0.3383940013188143,
1768193730.161775,"{'1': 3, '0': 0}","{'0': 2.3796007902916645, '1': 0.8465045809731264}","{'0': 64.70566763409971, '1': 10.58389648387092}",0.25342080688212887,0.03701769977232098,
1768193733.6412385,"{'1': 14, '0': 1}","{'0': 2.2525977537609294, '1': 0.8872950339908603}","{'0': 58.51767652919185, '1': 12.398861456116238}",0.31750515006518576,0.2990925068953084,
1768193737.799604,"{'1': 2, '0': 0}","{'0': 2.194235320914827, '1': 0.8506522956997442}","{'0': 62.724465107398544, '1': 13.269646360040651}",0.19718440246514748,0.07512796358858227,
1768193741.5701766,"{'1': 6, '0': 14}","{'0': 2.1986862277720163, '1': 0.8272419711041069}","{'0': 54.90480351820918, '1': 13.47859037785829}",0.16022742743097104,0.03375690204974338,
1768193744.7828336,"{'1': 10, '0': 25}","{'0': 2.2105274251259663, '1': 0.8022419711041069}","{'0': 63.94618824319782, '1': 15.281794707762472}",0.14594907417323352,0.044029769759156824,
1768193747.8226573,"{'1': 3, '0': 2}","{'0': 2.1605274251259665, '1': 0.7970849265380101}","{'0': 58.09145501585648, '1': 15.356760141118409}",0.1206567097086885,0.03019934584246331,
1768193752.1808472,"{'1': 5, '0': 12}","{'0': 2.154573205243396, '1': 0.7970849265380101}","{'0': 59.69806436536096, '1': 13.267253990114604}",0.31366841274352486,0.0305015269700541,
1768193755.3883107,"{'1': 2, '0': 5}","{'0': 2.144346086947158, '1': 0.7257854909751097}","{'0': 49.57918801851043, '1': 11.120667891342666}",0.5094239679673336,0.08882432895598821,
1768193758.4158247,"{'1': 0, '0': 0}","{'0': 2.0727028413747943, '1': 0.8507854909751098}","{'0': 45.705266480858555, '1': 14.471564041997716}",0.5261388690200268,0.23799157902709012,
1768193762.7548056,"{'1': 11, '0': 0}","{'0': 2.039023495731549, '1': 0.978596867165488}","{'0': 48.23865014503033, '1': 16.20839014359902}",0.3926988066676426,0.05757161658379299,
1768193767.026711,"{'1': 3, '0': 5}","{'0': 2.1140234957315487, '1': 0.928596867165488}","{'0': 50.19590435563585, '1': 17.095218415810237}",0.26375292386662985,0.13313888522325434,
1768193770.7361438,"{'1': 21, '0': 34}","{'0': 2.1140234957315487, '1': 0.9809281368686285}","{'0': 50.60447900151388, '1': 13.337273403654903}",0.33553413239710544,0.5443661897604078,
1768193774.8472188,"{'1': 25, '0': 48}","{'0': 2.1140234957315487, '1': 1.105928136868628}","{'0': 43.27043891746337, '1': 17.47189437840646}",0.310076830483653,0.45179887115457334,
1768193778.977068,"{'1': 19, '0': 35}","{'0': 2.183827554400742, '1': 1.1636551808468325}","{'0': 37.42109910806933, '1': 17.82235323314069}",0.8419856245188213,0.893535806059252,
1768193783.3137794,"{'1': 4, '0': 0}","{'0': 2.245403684593196, '1': 1.192247836657982}","{'0': 54.4772662851916, '1': 17.4563898870352}",0.16521337802096375,0.17863785321625925,
1768193787.7375746,"{'1': 6, '0': 11}","{'0': 2.2099390922262567, '1': 1.1672478366579822}","{'0': 49.35354430655099, '1': 16.2353801779909}",0.29209202494616204,0.053014838410616764,
1768193790.850325,"{'1': 5, '0': 11}","{'0': 2.2099390922262567, '1': 1.0314951173856484}","{'0': 61.81804169364147, '1': 15.859042237638304}",0.24621106965495118,0.13825592681064397,
1768193794.0772107,"{'1': 3, '0': 7}","{'0': 2.2531181999675587, '1': 0.9814951173856484}","{'0': 53.930852458166335, '1': 15.771002342387881}",0.3318387501390041,0.15567757301382495,
1768193797.4601736,"{'1': 8, '0': 17}","{'0': 2.2387172572564498, '1': 0.955303759476853}","{'0': 53.91309006837114, '1': 14.880832913878931}",0.24125446817890978,0.042895891734380756,
1768193800.9762409,"{'1': 5, '0': 0}","{'0': 2.2165032783147307, '1': 0.9243947511835475}","{'0': 66.95993512171592, '1': 13.373616183465522}",0.11873256697174861,0.034499956403959614,
1768193805.3363209,"{'1': 3, '0': 0}","{'0': 2.244643983903514, '1': 0.8548461703694011}","{'0': 62.338206204331456, '1': 11.554178568189055}",0.29800122689497094,0.05339186582005954,
1768193808.6097472,"{'1': 8, '0': 19}","{'0': 2.1696439839035144, '1': 0.86888766410045}","{'0': 49.27421444784508, '1': 18.9079070110051}",0.14697366845930576,0.0417379910458783,
1768193811.9617083,"{'1': 16, '0': 38}","{'0': 2.180072732322495, '1': 0.8938876641004501}","{'0': 51.39437820707994, '1': 12.514449099747285}",0.4104833080869451,0.36689678258045033,
1768193815.4602077,"{'1': 5, '0': 4}","{'0': 2.230072732322495, '1': 0.8938876641004501}","{'0': 62.76832639697294, '1': 15.752437025589435}",0.1865255496449671,0.12479180603217424,
1768193819.7489603,"{'1': 2, '0': 4}","{'0': 2.2056621344334033, '1': 0.8611288361369881}","{'0': 65.28862005745239, '1': 13.742856821587592}",0.23815668287947347,0.0968113284695712,
1768193824.232078,"{'1': 12, '0': 0}","{'0': 2.1806621344334034, '1': 0.8361288361369881}","{'0': 52.38376672801188, '1': 10.121031421320241}",0.3167712096755454,0.4800542627509053,
1768193828.3003113,"{'1': 4, '0': 0}","{'0': 2.2056621344334033, '1': 0.7986988528809893}","{'0': 57.40896547869412, '1': 14.060035286742341}",0.3415498789494622,0.027869419323090668,
1768193832.334399,"{'1': 2, '0': 4}","{'0': 2.238037101533627, '1': 0.7736988528809893}","{'0': 70.42373278136425, '1': 13.952535463221757}",0.4220469385721778,0.07753084321260639,
1768193836.5767741,"{'1': 3, '0': 0}","{'0': 2.3274494407594957, '1': 0.718489175965428}","{'0': 58.32562031738995, '1': 17.438583395394886}",0.2525952321269656,0.02916427881674586,
1768193840.0913498,"{'1': 10, '0': 0}","{'0': 2.252449440759496, '1': 0.7934891759654281}","{'0': 57.641083488060815, '1': 11.149443025512063}",0.30724511959089623,0.13866505383429098,
1768193844.6048574,"{'1': 8, '0': 22}","{'0': 2.227449440759496, '1': 0.7434891759654281}","{'0': 62.97647816995976, '1': 12.410045205080023}",0.127186372166246,0.11568027116364198,
1768193848.2166357,"{'1': 2, '0': 5}","{'0': 2.3012447091476207, '1': 0.7389939334828971}","{'0': 79.397507158813, '1': 10.247612423772832}",0.40060754611065763,0.041866734115911415,
1768193852.5806222,"{'1': 5, '0': 15}","{'0': 2.276244709147621, '1': 0.7294700344928722}","{'0': 72.03829332516506, '1': 12.243705471936853}",0.26538210257280004,0.07327047645382265,
1768193856.0056894,"{'1': 4, '0': 11}","{'0': 2.276244709147621, '1': 0.6794700344928721}","{'0': 80.1933992520817, '1': 10.374726669536923}",0.34999844486999093,0.024874402129875052,
1768193860.3627734,"{'1': 11, '0': 35}","{'0': 2.3197029374642075, '1': 0.7102146161925508}","{'0': 56.21732001502271, '1': 11.61836663568452}",0.19125971726629104,0.15811170758189602,
1768193863.8682063,"{'1': 2, '0': 5}","{'0': 2.2680527316007346, '1': 0.6852146161925508}","{'0': 77.17032684288517, '1': 12.293228638414465}",0.4409027050580297,0.060562741632465826,
1768193868.1606731,"{'1': 8, '0': 8}","{'0': 2.2930527316007345, '1': 0.7102146161925508}","{'0': 68.53051662584551, '1': 12.483883340958574}",0.25309100273065227,0.158859344653369,
1768193871.5550737,"{'1': 3, '0': 4}","{'0': 2.3180527316007344, '1': 0.706039075689126}","{'0': 68.34090924608451, '1': 15.260362536154243}",0.15677035805849535,0.031645776966693503,
