timestamp,decode_inflight,node_weights,service_rate,decode_latency,prefill_latency,error
1768193875.6851466,"{'1': 3, '0': 9}","{'0': 2.3629883317912395, '1': 0.631039075689126}","{'0': 81.36093958865791, '1': 8.658332139495194}",0.2714199890771414,0.02999467552980129,
1768193878.9636307,"{'1': 2, '0': 7}","{'0': 2.3379883317912395, '1': 0.6407563370229731}","{'0': 89.25448346368664, '1': 15.85142064222912}",0.30708327381177414,0.04819941444588425,
1768193882.1430051,"{'1': 5, '0': 16}","{'0': 2.420763234601601, '1': 0.6780995129086046}","{'0': 54.560543524854175, '1': 12.87279130969275}",0.15005897251474362,0.0637625959571347,
1768193885.377185,"{'1': 5, '0': 9}","{'0': 2.3414119130172826, '1': 0.6780995129086046}","{'0': 59.49730667134763, '1': 11.463922809259058}",0.1612170935461284,0.0498927620470097,
1768193888.7918253,"{'1': 2, '0': 0}","{'0': 2.303043024840849, '1': 0.5843236839764698}","{'0': 62.46233141519738, '1': 8.921466329209334}",0.22374601019437282,0.031238013651927635,
1768193892.988008,"{'1': 5, '0': 0}","{'0': 2.2030430248408495, '1': 0.5650595501494005}","{'0': 65.3807297803144, '1': 11.833278762981596}",0.21754228728486497,0.02708222900304505,
1768193896.4278078,"{'1': 0, '0': 0}","{'0': 2.1780430248408496, '1': 0.5909935094069624}","{'0': 73.4331521451873, '1': 13.96516383481415}",0.3758266075407015,0.22388932004849277,
1768193901.071286,"{'1': 3, '0': 2}","{'0': 2.2280430248408494, '1': 0.5999331511330068}","{'0': 62.94624325362835, '1': 16.46846076070154}",0.1855692241917899,0.06622756235540454,
1768193904.6196322,"{'1': 2, '0': 1}","{'0': 2.172996194193206, '1': 0.6415565627842241}","{'0': 57.186213136933326, '1': 10.519494481726387}",0.174596961667104,0.03427667387699444,
1768193909.0753791,"{'1': 4, '0': 0}","{'0': 2.1466020455627928, '1': 0.6915565627842242}","{'0': 54.1801888017709, '1': 11.880129275503212}",0.2980642603083219,0.030858043876724153,
1768193912.3918903,"{'1': 0, '0': 0}","{'0': 2.0513521023892785, '1': 0.6867856711047821}","{'0': 66.18467163712192, '1': 15.211788090303259}",0.5217106564365757,0.07702276661245397,
1768193916.8034744,"{'1': 6, '0': 15}","{'0': 1.9513521023892788, '1': 0.6867856711047821}","{'0': 70.2349639207294, '1': 11.695124384045226}",0.3173617082788887,0.026649405241872773,
1768193920.075234,"{'1': 4, '0': 11}","{'0': 1.9763521023892787, '1': 0.611785671104782}","{'0': 54.531243229374645, '1': 11.051871442115113}",0.18985117333098214,0.08545068188724832,
1768193923.3348956,"{'1': 4, '0': 7}","{'0': 1.872534211946224, '1': 0.6157401297347606}","{'0': 57.51957242308053, '1': 12.73691571628108}",0.1988357034038069,0.136037489501286,
1768193926.596549,"{'1': 1, '0': 4}","{'0': 1.884654194835979, '1': 0.600443759462127}","{'0': 67.84693388658198, '1': 13.76665476111777}",0.3800733116887235,0.04240184769596858,
1768193930.9224968,"{'1': 6, '0': 16}","{'0': 1.9096541948359789, '1': 0.6693561257385892}","{'0': 64.67400743927007, '1': 17.265514719351913}",0.13156012536837403,0.058660473449554926,
1768193934.1995144,"{'1': 15, '0': 31}","{'0': 1.9096541948359789, '1': 0.6943561257385892}","{'0': 56.51344251903998, '1': 13.805868925867703}",0.30738307106613955,0.3297266304845846,
1768193937.7422378,"{'1': 1, '0': 4}","{'0': 2.0096541948359787, '1': 0.5999060848693741}","{'0': 58.37106204288592, '1': 12.292011186775607}",0.2623610541585004,0.10943317868364258,
1768193941.9176948,"{'1': 10, '0': 32}","{'0': 1.9728279361289505, '1': 0.5938455773410825}","{'0': 54.29005661794353, '1': 12.011977213847022}",0.14118062614767357,0.05809918036636881,
1768193945.123817,"{'1': 5, '0': 0}","{'0': 2.0290997992808575, '1': 0.618675301890767}","{'0': 63.40463422304667, '1': 10.778559722506502}",0.12544625551589988,0.03594513248485907,
1768193949.3450415,"{'1': 5, '0': 14}","{'0': 2.1035851129434553, '1': 0.643675301890767}","{'0': 64.2388330753736, '1': 17.53354692019474}",0.4339289917850193,0.03220082215966456,
1768193952.924012,"{'1': 1, '0': 0}","{'0': 2.0140623942219316, '1': 0.632262914969832}","{'0': 62.075218872388106, '1': 11.201126143453905}",0.34141475381873454,0.03147117689631103,
1768193957.3023405,"{'1': 4, '0': 0}","{'0': 2.019130362310774, '1': 0.6479673186882228}","{'0': 59.584057926521304, '1': 13.181825129099185}",0.17947577099050308,0.030749314291704244,
1768193960.7000291,"{'1': 5, '0': 0}","{'0': 2.013856085149564, '1': 0.7729673186882229}","{'0': 53.60357549590936, '1': 16.37781100918602}",0.2933574098231885,0.03124905663516466,
1768193964.9565847,"{'1': 3, '0': 0}","{'0': 2.0052708028903545, '1': 0.8229673186882229}","{'0': 63.42947153034228, '1': 13.265314010727552}",0.3788321724718495,0.028046752332498204,
1768193968.3905456,"{'1': 0, '0': 0}","{'0': 1.9488496316681676, '1': 0.82166361445634}","{'0': 55.44603931199376, '1': 19.558080733114366}",0.5463872868797672,0.05663217082277086,
1768193973.0862432,"{'1': 5, '0': 7}","{'0': 2.0587504447450327, '1': 0.9324488047372562}","{'0': 52.776580398819924, '1': 17.93357064204269}",0.19609589549829914,0.11093013996266887,
1768193976.5458457,"{'1': 4, '0': 9}","{'0': 2.0093809808541248, '1': 0.8693214378259279}","{'0': 68.75258624320595, '1': 16.837493132845953}",0.245222598453466,0.03290582029466969,
1768193981.0352602,"{'1': 9, '0': 14}","{'0': 1.934380980854125, '1': 0.8693214378259279}","{'0': 53.88185853185497, '1': 16.920170860963584}",0.13727537383541946,0.03389368629608798,
1768193984.3382082,"{'1': 4, '0': 10}","{'0': 2.0343809808541247, '1': 0.8444456349547214}","{'0': 64.15362646451857, '1': 14.68665711408898}",0.35555902943987117,0.16981250987318003,
1768193987.6852853,"{'1': 12, '0': 18}","{'0': 2.0426876747489056, '1': 0.8459100428485068}","{'0': 58.89817417857058, '1': 15.631442462185348}",0.2496008805664922,0.1973686420391274,
1768193991.1841938,"{'1': 0, '0': 0}","{'0': 2.0426876747489056, '1': 0.7959100428485067}","{'0': 61.19023197517687, '1': 14.22153840495493}",0.5249715569514352,0.035949136125453654,
1768193995.4696748,"{'1': 3, '0': 4}","{'0': 2.115989524611945, '1': 0.7709100428485067}","{'0': 56.0670623190873, '1': 16.83870955682594}",0.18987934879411394,0.03568412849536787,
1768193998.590281,"{'1': 2, '0': 1}","{'0': 2.1455237907061044, '1': 0.7209100428485067}","{'0': 64.48658901701941, '1': 13.451231879099907}",0.19977659979529283,0.056644419454876596,
1768194001.8412187,"{'1': 3, '0': 8}","{'0': 2.1455237907061044, '1': 0.7408653928501434}","{'0': 55.25396969740138, '1': 12.46859720611484}",0.16558754905008247,0.028820918705401755,
1768194005.324578,"{'1': 5, '0': 18}","{'0': 2.050712798545077, '1': 0.7568189878320133}","{'0': 60.96585451195614, '1': 13.705237888561415}",0.27153339081817696,0.05169098679579586,
1768194008.6812901,"{'1': 7, '0': 14}","{'0': 2.0333071366146496, '1': 0.786715542497896}","{'0': 60.37107422433405, '1': 15.149004050558343}",0.22466713007216818,0.03871108512135264,
1768194011.9512622,"{'1': 1, '0': 3}","{'0': 2.0583071366146495, '1': 0.7804578304902934}","{'0': 58.673301312773724, '1': 16.262968476787016}",0.3989672246075764,0.12229173799948215,
1768194015.2595825,"{'1': 5, '0': 3}","{'0': 1.9635152533437878, '1': 0.8554578304902934}","{'0': 59.77717993143104, '1': 19.303259003717102}",0.12686048801034233,0.0203428104420015,
1768194019.8026097,"{'1': 9, '0': 15}","{'0': 1.9885152533437878, '1': 0.886612854373299}","{'0': 56.226396406745145, '1': 20.082729430936908}",0.12641412043632713,0.03790512626310258,
1768194023.2601795,"{'1': 10, '0': 25}","{'0': 2.0135152533437877, '1': 0.8366128543732989}","{'0': 59.58837871977787, '1': 15.881587705827087}",0.29665386750080364,0.1628208873662662,
1768194026.550632,"{'1': 5, '0': 2}","{'0': 1.9885152533437878, '1': 0.8366128543732989}","{'0': 51.78176491813735, '1': 19.007818104732653}",0.24216172391127377,0.08625159574850855,
1768194029.9525216,"{'1': 4, '0': 0}","{'0': 2.0844729795214563, '1': 0.8366128543732989}","{'0': 74.42687273103022, '1': 14.422649561077975}",0.13010952939999798,0.033707665646444805,
1768194034.5306373,"{'1': 3, '0': 7}","{'0': 2.058410287162923, '1': 0.7866128543732989}","{'0': 51.569377998339476, '1': 21.015662560112677}",0.5337578572871045,0.051404079421873416,
1768194038.0338762,"{'1': 16, '0': 38}","{'0': 2.0617747719477895, '1': 0.8616128543732989}","{'0': 54.45956932284195, '1': 15.30654636168115}",0.21802360949924493,0.124069516997659,
1768194041.5344949,"{'1': 3, '0': 1}","{'0': 2.0117747719477896, '1': 0.947916163557171}","{'0': 58.02317929106435, '1': 16.13464473026698}",0.2200057265187792,0.06916674552635901,
1768194046.1872938,"{'1': 2, '0': 4}","{'0': 1.8776060405681765, '1': 1.036701928300869}","{'0': 62.43166858657407, '1': 25.411177338932518}",0.2411031639436427,0.039983835934091376,
1768194049.5802093,"{'1': 3, '0': 0}","{'0': 1.9276060405681763, '1': 0.9748308441369697}","{'0': 56.15593308940424, '1': 16.700857585981392}",0.18602546084325383,0.04221769036807352,
1768194053.1221528,"{'1': 3, '0': 3}","{'0': 1.9276060405681763, '1': 0.9838762591250431}","{'0': 57.28574548037403, '1': 19.55152459244741}",0.22709090178733,0.10239839510746436,
1768194056.3533936,"{'1': 6, '0': 9}","{'0': 2.002606040568176, '1': 1.008876259125043}","{'0': 57.596736301623025, '1': 21.894443726929293}",0.18725872693292037,0.030903348799186547,
1768194059.689998,"{'1': 1, '0': 2}","{'0': 2.0457263543240694, '1': 1.0552160813712097}","{'0': 66.43346052842705, '1': 22.23136646234527}",0.5828364031479482,0.11580628869215306,
1768194064.3847694,"{'1': 1, '0': 0}","{'0': 2.095726354324069, '1': 1.005099568798244}","{'0': 61.36325177836064, '1': 18.322528114247174}",0.33019147481875877,0.0696597747683371,
1768194067.700163,"{'1': 3, '0': 0}","{'0': 2.111401858924134, '1': 0.9850209796387349}","{'0': 56.95651282850663, '1': 18.682469023113747}",0.21673439236640316,0.035502330458727575,
1768194071.090569,"{'1': 4, '0': 7}","{'0': 2.09097735906229, '1': 0.9916225728022335}","{'0': 47.181898846281484, '1': 15.878545880344106}",0.19028668702197327,0.15139267685343186,
1768194075.090983,"{'1': 1, '0': 0}","{'0': 2.09097735906229, '1': 0.9857782540412962}","{'0': 72.73091372348443, '1': 13.767865136131535}",0.3828237220337466,0.061209383201889414,
1768194079.657524,"{'1': 0, '0': 0}","{'0': 2.1449686487790016, '1': 0.8857782540412961}","{'0': 72.13677363067376, '1': 13.543242276993137}",0.3731572272672473,0.06281470549424992,
1768194083.088208,"{'1': 8, '0': 17}","{'0': 2.1449686487790016, '1': 0.8857782540412961}","{'0': 57.0003476101249, '1': 18.335013733311385}",0.24712901617502436,0.02422628847229928,
1768194086.433377,"{'1': 15, '0': 0}","{'0': 2.1199686487790017, '1': 0.9107782540412961}","{'0': 58.509323973516175, '1': 14.379029506256469}",0.28638327882965314,0.0831243557985694,
1768194090.4602795,"{'1': 8, '0': 17}","{'0': 2.1699686487790015, '1': 0.9297371766284607}","{'0': 59.10318633482872, '1': 16.938774542240157}",0.16988609876015423,0.020673950835564368,
1768194094.0661633,"{'1': 0, '0': 0}","{'0': 2.2199686487790014, '1': 0.9228218120234332}","{'0': 58.41116863654084, '1': 14.632854603665365}",0.428877331325804,0.04417813042502595,
1768194098.4036481,"{'1': 7, '0': 17}","{'0': 2.2199686487790014, '1': 0.8978218120234331}","{'0': 60.72274165073469, '1': 14.801981831793373}",0.24552895294822324,0.044287238662011834,
1768194101.8977003,"{'1': 3, '0': 1}","{'0': 2.2449686487790013, '1': 0.8478218120234331}","{'0': 61.286264226999435, '1': 18.43960770639795}",0.23171085331684382,0.058630113602080855,
1768194105.0759778,"{'1': 6, '0': 13}","{'0': 2.2749135991428107, '1': 0.8360058639988813}","{'0': 51.332784991439055, '1': 18.191691737126753}",0.16613783518290853,0.08959936297144576,
1768194108.421822,"{'1': 5, '0': 13}","{'0': 2.2245991349948016, '1': 0.8771527760850713}","{'0': 60.460958397546705, '1': 17.638046863040493}",0.437128197711687,0.030194676528250388,
1768194111.6855183,"{'1': 1, '0': 1}","{'0': 2.2077676595185176, '1': 0.8880742992805061}","{'0': 65.63554944349629, '1': 17.31987538568079}",0.47609154649144647,0.18318651512743714,
1768194116.2473357,"{'1': 5, '0': 11}","{'0': 2.2344806686586747, '1': 0.8981714683694725}","{'0': 52.76525216916302, '1': 14.021611211351052}",0.1540962529324024,0.046453288621284276,
1768194119.827894,"{'1': 17, '0': 37}","{'0': 2.109480668658675, '1': 0.9231714683694725}","{'0': 41.09026330858519, '1': 13.837308513724807}",0.5279616983290346,0.9015536671960278,
1768194124.2616134,"{'1': 3, '0': 0}","{'0': 2.11156513581809, '1': 1.0231714683694726}","{'0': 46.0341839437306, '1': 14.455275818558807}",0.587377540556208,0.3009109229103475,
1768194128.618807,"{'1': 0, '0': 0}","{'0': 2.163539135613481, '1': 0.9481714683694725}","{'0': 72.47794448860276, '1': 16.691553426196535}",0.42295473624579316,0.04583954388844173,
1768194132.1981628,"{'1': 9, '0': 18}","{'0': 2.188539135613481, '1': 0.9731714683694725}","{'0': 63.296483781709554, '1': 21.554171093933313}",0.1380234894113472,0.0629993035379722,
1768194135.466066,"{'1': 22, '0': 46}","{'0': 2.138539135613481, '1': 0.9415466429322147}","{'0': 49.6020210327106, '1': 16.5059791880755}",0.26480500909092564,0.3895478455108127,
1768194138.9808936,"{'1': 3, '0': 0}","{'0': 2.194917849862666, '1': 0.8493179785147574}","{'0': 65.03110181854127, '1': 13.450321718585165}",0.19374016322312348,0.03887633719513682,
1768194143.2531664,"{'1': 9, '0': 22}","{'0': 2.194917849862666, '1': 0.8461708402209304}","{'0': 62.158448813996614, '1': 14.83395940871496}",0.12432886083986948,0.051673270923964565,
1768194146.7179928,"{'1': 0, '0': 0}","{'0': 2.2254865961308394, '1': 0.8200349170336844}","{'0': 63.379916858663876, '1': 21.125602652264057}",0.338127328794006,0.05674353631714723,
1768194151.1222994,"{'1': 2, '0': 0}","{'0': 2.2698515409374145, '1': 0.7991828514045644}","{'0': 67.54503551403099, '1': 15.031333333950613}",0.2620064782938859,0.03303557933209173,
1768194154.5370264,"{'1': 6, '0': 16}","{'0': 2.2948515409374144, '1': 0.8741828514045644}","{'0': 54.45696685697068, '1': 14.032172154502682}",0.202257746932673,0.04384333049973367,
1768194157.9426727,"{'1': 2, '0': 0}","{'0': 2.290672197823296, '1': 0.858539344343583}","{'0': 62.206186407541225, '1': 13.044395527559073}",0.16744706598066542,0.027574709060989157,
1768194162.4068682,"{'1': 0, '0': 0}","{'0': 2.2452218845941823, '1': 0.808539344343583}","{'0': 71.84068751288297, '1': 11.298520251443593}",0.23253886711905697,0.04373459255829853,
1768194166.778262,"{'1': 1, '0': 0}","{'0': 2.1702218845941825, '1': 0.739646305568246}","{'0': 59.01767444314418, '1': 11.626706428506509}",0.44894481356299,0.09980434397129159,
1768194170.0414402,"{'1': 11, '0': 29}","{'0': 2.1202218845941827, '1': 0.750225600568951}","{'0': 55.10894610382763, '1': 13.440599079478655}",0.29455356529719723,0.2780456603975054,
1768194173.4928775,"{'1': 1, '0': 0}","{'0': 1.997896166130117, '1': 0.6716865966137523}","{'0': 73.63217775663949, '1': 15.546470007051727}",0.3038667858050704,0.03423918291889635,
1768194178.0903344,"{'1': 5, '0': 0}","{'0': 1.9615872905536795, '1': 0.7403703024934863}","{'0': 64.71188618124185, '1': 14.67255738025454}",0.18653446019812117,0.039272721800484786,
1768194181.336634,"{'1': 3, '0': 7}","{'0': 1.9549816460278338, '1': 0.7403703024934863}","{'0': 59.48475277965945, '1': 12.993578093669907}",0.28646396592696405,0.03521223534682422,
1768194185.8909938,"{'1': 2, '0': 2}","{'0': 1.975183571243524, '1': 0.7763638723356089}","{'0': 68.28292643033751, '1': 20.443971102624626}",0.3115270195614806,0.06304693867368613,
1768194189.2258856,"{'1': 6, '0': 12}","{'0': 1.9251835712435241, '1': 0.8592107482595351}","{'0': 58.0980661368105, '1': 21.188093035231134}",0.17578421679654696,0.0390579972335808,
1768194192.6471145,"{'1': 12, '0': 23}","{'0': 1.9608657487475085, '1': 0.883974944546648}","{'0': 58.724371522269486, '1': 16.830485561827956}",0.1763451340158745,0.23283511510614152,
1768194196.043991,"{'1': 1, '0': 0}","{'0': 2.0108657487475083, '1': 0.8188459444595088}","{'0': 77.94458685889586, '1': 15.727504915873467}",0.2761514444083074,0.041683711671621514,
1768194200.5170438,"{'1': 5, '0': 13}","{'0': 2.0358657487475083, '1': 0.8188459444595088}","{'0': 54.66064960930593, '1': 15.981796632398392}",0.2442567248078102,0.05247725942130286,
1768194203.9066496,"{'1': 19, '0': 49}","{'0': 2.081921331798265, '1': 0.8188459444595088}","{'0': 52.44401849443891, '1': 15.363304258648999}",0.1883712486337992,0.27862125017093564,
1768194207.41375,"{'1': 1, '0': 0}","{'0': 2.131921331798265, '1': 0.7712600016911951}","{'0': 73.80307450264846, '1': 19.26899247491312}",0.16421520056498698,0.02873505142241691,
1768194211.8092444,"{'1': 5, '0': 13}","{'0': 2.081921331798265, '1': 0.8495706219302274}","{'0': 63.0439357430613, '1': 16.596458911332682}",0.25581932798996376,0.032753987443470314,
1768194215.1915681,"{'1': 3, '0': 8}","{'0': 2.081921331798265, '1': 0.8514542667763635}","{'0': 60.520705737938925, '1': 13.598397109792739}",0.489740377621118,0.04088560475291462,
