timestamp,worker_id,latency_ms,ttft_ms,tokens_generated,status,prompt_tokens
1771379435.7774713,23,187.07157799508423,66.56293699052185,14,200,185
1771379435.8348553,4,363.2189250201918,88.43643602449447,8,200,348
1771379435.8646455,2,88.59438303625211,60.517894045915455,5,200,106
1771379435.8732302,20,90.99791204789653,32.949206011835486,8,200,200
1771379435.9840884,15,75.61295700725168,38.31927798455581,6,200,269
1771379436.1108756,23,207.58892101002857,102.37383999628946,4,200,198
1771379436.1825643,10,184.91772800916806,41.488377028144896,17,200,210
1771379436.2863114,7,929.1469829622656,47.61713498737663,96,200,300
1771379436.4598508,17,445.25090901879594,70.69522596430033,41,200,220
1771379436.5524313,22,308.60294203739613,67.29789503151551,28,200,98
1771379436.5830612,3,43.341564014554024,30.375072034075856,3,200,207
1771379436.584556,1,62.44096998125315,34.252268029376864,5,200,65
1771379436.720942,10,210.7740169740282,49.31974201463163,18,200,147
1771379436.7960837,3,46.11093003768474,34.91372801363468,3,200,330
1771379436.8836596,18,48.092979995999485,37.35305496957153,3,200,314
1771379436.946684,0,651.1158490320668,117.24348901771009,13,200,176
1771379437.0206654,20,176.69695697259158,120.65673898905516,3,200,320
1771379437.178269,11,442.78288300847635,35.81891901558265,44,200,225
1771379437.3774393,17,49.407972022891045,35.34285299247131,3,200,207
1771379437.415763,23,644.0444479812868,65.43517298996449,64,200,53
1771379437.687973,9,143.86065799044445,37.348488986026496,13,200,303
1771379437.7705038,13,1061.3172810408287,64.74257505033165,109,200,294
1771379437.9174733,11,35.31352599384263,34.167676989454776,2,200,336
1771379437.9771307,2,813.7734199990518,183.3694580127485,15,200,263
1771379437.990099,19,49.35019795084372,37.882889970205724,3,200,344
1771379438.1678102,12,650.7096000132151,32.79660502448678,67,200,91
1771379438.2006505,9,287.2675640392117,37.06701804185286,28,200,260
1771379438.418939,13,424.56989001948386,131.9377170293592,8,200,273
1771379438.427823,20,77.68864603713155,34.318074001930654,7,200,235
1771379438.4810581,14,3245.614828018006,119.1789080039598,74,200,196
1771379438.5029724,0,752.8469790122472,76.36961300158873,73,200,57
1771379438.6003451,19,395.52881801500916,35.93563399044797,40,200,142
1771379438.6890564,9,50.27800501557067,30.013184994459152,4,200,45
1771379438.69044,1,122.70676897605881,65.12783298967406,8,200,178
1771379438.8205674,23,233.5480529582128,28.049529006239027,23,200,91
1771379438.8754416,2,207.78489799704403,70.65930403769016,17,200,196
1771379438.9169044,12,394.59415402961895,32.49402402434498,40,200,201
1771379438.9587648,4,545.0138809974305,100.24058900307864,12,200,231
1771379439.1056154,6,228.07681799167767,54.89887099247426,20,200,346
1771379439.271403,15,133.03399400319904,37.81281696865335,11,200,278
1771379439.3590465,21,736.1178930150345,134.81150299776345,15,200,231
1771379439.3752897,5,793.3239690028131,138.13282002229244,15,200,146
1771379439.4264834,14,403.506786969956,73.79306497750804,36,200,66
1771379439.4356172,8,134.75153798935935,36.214878025930375,12,200,161
1771379439.8357615,11,659.0264579863288,33.983746950980276,67,200,207
1771379439.8461885,10,268.8832160201855,36.07731097145006,26,200,261
1771379439.923229,17,110.05537601886317,69.82356199296191,6,200,315
1771379440.1878378,0,1042.7553650224581,60.51413097884506,105,200,44
1771379440.454403,6,368.30313998507336,37.054133019410074,36,200,163
1771379440.6367648,2,944.5640420308337,75.6277019972913,95,200,205
1771379440.7007701,19,1247.8934910031967,139.4755360088311,26,200,282
1771379440.7026992,18,649.759356980212,77.08307198481634,62,200,100
1771379440.7482276,23,124.78417396778241,85.90756601188332,6,200,247
1771379440.8535287,13,2233.2188760046847,117.52061801962554,50,200,48
1771379440.9157379,21,472.3297620075755,35.23190302075818,47,200,187
1771379440.9181924,2,86.1528439563699,38.08625094825402,7,200,276
1771379440.983398,8,541.7341429856606,176.73141503473744,10,200,273
1771379441.123314,12,149.3816770380363,148.42795603908598,2,200,215
1771379441.2140508,9,193.54790600482374,87.05776202259585,5,200,172
1771379441.2335174,20,492.1164730330929,34.05633399961516,48,200,132
1771379441.5124314,16,5214.7391909966245,123.13578999601305,119,200,255
1771379441.5904253,14,162.84381097648293,31.002169009298086,15,200,132
1771379441.6921422,5,155.70908202789724,71.51441503083333,10,200,222
1771379441.7469988,16,159.91016500629485,42.98436699900776,14,200,294
1771379441.8226123,3,64.49035397963598,36.920243001077324,5,200,332
1771379441.939684,7,1243.2865329901688,35.92437697807327,128,200,320
1771379442.0137358,6,420.5158930271864,67.6470419857651,39,200,198
1771379442.0491185,8,929.9786809715442,33.249825006350875,95,200,38
1771379442.0555716,18,125.61742396792397,30.52471997216344,11,200,175
1771379442.1238685,19,496.3406230090186,89.18934100074694,8,200,131
1771379442.3086934,9,1019.722207041923,130.22310100495815,20,200,48
